Manufacturer,Model,Titel,Date,Type,Subtype,Group,Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Power heating rod low T [kW],Power heating rod medium T [kW],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-],p1_P_el_c [1/°C],p2_P_el_c [1/°C],p3_P_el_c [-],p4_P_el_c [1/°C],p1_EER [-],p2_EER [-],p3_EER [-],p4_EER [-],MAPE P_th,MAPE P_el,MAPE COP,MAPE Pdc,MAPE P_el_c,MAPE EER
 Advantix S.p.A.,i-32V5 06/08 A,i-32V5SL08 A,05.08.2022,Outdoor Air/Water,Regulated,1.0,8.0,7.0,R32,"0,970 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.5,0.9,22.0,22.0,22.0,0.0,180.0,131.0,4.57,4.51,,6500,6140.0,2915,1968.0,2.23,3.12,-99.9913179544004,0.0113471327503228,0.0399659554374573,99.9405858757517,133.25190669665278,-0.0909585802974713,7.152766302387476,-133.14613953808703,80.7885277806161,-0.0125145451930291,-1.1591231174924148,-80.72624426006826,-80.541274322443,0.2141845848761837,10.578645956000454,80.26862203673251,13.238478231843448,8.390622616741886,9.275055645704915,20.07412345139593,12.869913066739684,7.843467334035524
 Advantix S.p.A.,i-32V5 10/12,i-32V5/KA/10,26.05.2020,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"2,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.7,0.9,19.0,22.0,19.0,0.0,178.0,135.0,4.53,4.34,,8100,7530.0,3803,2390.0,2.13,3.15,246.71307970995184,0.0118193373370105,0.0314154996292977,-246.76062571574369,-2.5944198226415454,-0.0896861991876839,7.203657065478795,2.7577929887821013,56.2802660287554,-0.0141736641052403,-1.0842081113633633,-56.21948430580238,106.76009800516348,0.2097267143064928,10.477071316445532,-107.03183102937328,11.990662822582443,7.76278341346788,11.880667103207491,17.308382580803723,8.225694967114082,9.545474768462912
 Advantix S.p.A.,i-32V5 10/12,i-32V5/KA/10T,26.05.2020,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"2,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.7,0.9,19.0,22.0,19.0,0.0,178.0,135.0,4.53,4.34,,8100,7530.0,3803,2390.0,2.13,3.15,246.71307970995184,0.0118193373370105,0.0314154996292977,-246.76062571574369,-2.5944198226415454,-0.0896861991876839,7.203657065478795,2.7577929887821013,56.2802660287554,-0.0141736641052403,-1.0842081113633633,-56.21948430580238,106.76009800516348,0.2097267143064928,10.477071316445532,-107.03183102937328,11.990662822582443,7.76278341346788,11.880667103207491,17.308382580803723,8.225694967114082,9.545474768462912
 Advantix S.p.A.,i-32V5 10/12,i-32V5/KA/12,26.05.2020,Outdoor Air/Water,Regulated,1.0,10.0,10.0,R32,"2,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,1.2,1.3,19.0,22.0,19.0,0.0,176.0,131.0,4.47,4.43,,8500,8510.0,4087,2790.0,2.08,3.05,-71.55883009858661,0.0112583064112525,0.0392058379077349,71.50815675092741,-193.61484843929057,-0.095769503716414,7.310367666565379,193.7453367522429,47.46557102605022,-0.0126527183776919,-1.1452177579570613,-47.4036682167628,-17.248492928716807,0.2106307198124503,10.61852260291968,16.972204286592866,11.364541204077453,8.710833620327145,12.560538147511387,20.308112261414397,12.484891681574329,9.137140490469186
 Advantix S.p.A.,i-32V5 10/12,i-32V5/KA/12T,26.05.2020,Outdoor Air/Water,Regulated,1.0,10.0,10.0,R32,"2,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,1.2,1.3,19.0,22.0,19.0,0.0,176.0,131.0,4.47,4.43,,8500,8510.0,4087,2790.0,2.08,3.05,-71.55883009858661,0.0112583064112525,0.0392058379077349,71.50815675092741,-193.61484843929057,-0.095769503716414,7.310367666565379,193.7453367522429,47.46557102605022,-0.0126527183776919,-1.1452177579570613,-47.4036682167628,-17.248492928716807,0.2106307198124503,10.61852260291968,16.972204286592866,11.364541204077453,8.710833620327145,12.560538147511387,20.308112261414397,12.484891681574329,9.137140490469186
 Advantix S.p.A.,i-32V5 10/12,i-32V510,26.05.2020,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"2,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.7,0.9,19.0,22.0,19.0,0.0,178.0,135.0,4.53,4.34,,8100,7530.0,3803,2390.0,2.13,3.15,246.71307970995184,0.0118193373370105,0.0314154996292977,-246.76062571574369,-2.5944198226415454,-0.0896861991876839,7.203657065478795,2.7577929887821013,56.2802660287554,-0.0141736641052403,-1.0842081113633633,-56.21948430580238,106.76009800516348,0.2097267143064928,10.477071316445532,-107.03183102937328,11.990662822582443,7.76278341346788,11.880667103207491,17.308382580803723,8.225694967114082,9.545474768462912
 Advantix S.p.A.,i-32V5 10/12,i-32V510T,26.05.2020,Outdoor Air/Water,Regulated,1.0,9.0,9.0,R32,"2,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,0.7,0.9,19.0,22.0,19.0,0.0,178.0,135.0,4.53,4.34,,8100,7530.0,3803,2390.0,2.13,3.15,246.71307970995184,0.0118193373370105,0.0314154996292977,-246.76062571574369,-2.5944198226415454,-0.0896861991876839,7.203657065478795,2.7577929887821013,56.2802660287554,-0.0141736641052403,-1.0842081113633633,-56.21948430580238,106.76009800516348,0.2097267143064928,10.477071316445532,-107.03183102937328,11.990662822582443,7.76278341346788,11.880667103207491,17.308382580803723,8.225694967114082,9.545474768462912
 Advantix S.p.A.,i-32V5 10/12,i-32V512,26.05.2020,Outdoor Air/Water,Regulated,1.0,10.0,10.0,R32,"2,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,1.2,1.3,19.0,22.0,19.0,0.0,176.0,131.0,4.47,4.43,,8500,8510.0,4087,2790.0,2.08,3.05,-71.55883009858661,0.0112583064112525,0.0392058379077349,71.50815675092741,-193.61484843929057,-0.095769503716414,7.310367666565379,193.7453367522429,47.46557102605022,-0.0126527183776919,-1.1452177579570613,-47.4036682167628,-17.248492928716807,0.2106307198124503,10.61852260291968,16.972204286592866,11.364541204077453,8.710833620327145,12.560538147511387,20.308112261414397,12.484891681574329,9.137140490469186
 Advantix S.p.A.,i-32V5 10/12,i-32V512T,26.05.2020,Outdoor Air/Water,Regulated,1.0,10.0,10.0,R32,"2,500 kg",,62.0,,62.0,-7.0,-20.0,60.0,1.2,1.3,19.0,22.0,19.0,0.0,176.0,131.0,4.47,4.43,,8500,8510.0,4087,2790.0,2.08,3.05,-71.55883009858661,0.0112583064112525,0.0392058379077349,71.50815675092741,-193.61484843929057,-0.095769503716414,7.310367666565379,193.7453367522429,47.46557102605022,-0.0126527183776919,-1.1452177579570613,-47.4036682167628,-17.248492928716807,0.2106307198124503,10.61852260291968,16.972204286592866,11.364541204077453,8.710833620327145,12.560538147511387,20.308112261414397,12.484891681574329,9.137140490469186
 Advantix S.p.A.,i-32V5 10/12,i-32V5SL/KA 12,26.05.2020,Outdoor Air/Water,Regulated,1.0,10.0,10.0,R32,"2,500 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.6,1.7,19.0,22.0,19.0,0.0,180.0,135.0,4.58,4.43,,8400,8510.0,4019,2790.0,2.09,3.05,-355.8832768369102,0.0117486809449921,0.0151448080343472,355.8328639565324,177.29663897964247,-0.0983696222404388,7.509103786414827,-177.15811018669368,47.46557102605022,-0.0126527183776919,-1.1452177579570613,-47.4036682167628,-17.248492928716807,0.2106307198124503,10.61852260291968,16.972204286592866,11.34836775590438,8.468874064805785,12.811403134581012,20.308112261414397,12.484891681574329,9.137140490469186
 Advantix S.p.A.,i-32V5 10/12,i-32V5SL/KA 12T,26.05.2020,Outdoor Air/Water,Regulated,1.0,10.0,10.0,R32,"2,500 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.6,1.7,19.0,22.0,19.0,0.0,180.0,135.0,4.58,4.43,,8400,8510.0,4019,2790.0,2.09,3.05,-355.8832768369102,0.0117486809449921,0.0151448080343472,355.8328639565324,177.29663897964247,-0.0983696222404388,7.509103786414827,-177.15811018669368,47.46557102605022,-0.0126527183776919,-1.1452177579570613,-47.4036682167628,-17.248492928716807,0.2106307198124503,10.61852260291968,16.972204286592866,11.34836775590438,8.468874064805785,12.811403134581012,20.308112261414397,12.484891681574329,9.137140490469186
 Advantix S.p.A.,i-32V5 10/12,i-32V5SL12,26.05.2020,Outdoor Air/Water,Regulated,1.0,10.0,10.0,R32,"2,500 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.6,1.7,19.0,22.0,19.0,0.0,180.0,135.0,4.58,4.43,,8400,8510.0,4019,2790.0,2.09,3.05,-355.8832768369102,0.0117486809449921,0.0151448080343472,355.8328639565324,177.29663897964247,-0.0983696222404388,7.509103786414827,-177.15811018669368,47.46557102605022,-0.0126527183776919,-1.1452177579570613,-47.4036682167628,-17.248492928716807,0.2106307198124503,10.61852260291968,16.972204286592866,11.34836775590438,8.468874064805785,12.811403134581012,20.308112261414397,12.484891681574329,9.137140490469186
 Advantix S.p.A.,i-32V5 10/12,i-32V5SL12T,26.05.2020,Outdoor Air/Water,Regulated,1.0,10.0,10.0,R32,"2,500 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.6,1.7,19.0,22.0,19.0,0.0,180.0,135.0,4.58,4.43,,8400,8510.0,4019,2790.0,2.09,3.05,-355.8832768369102,0.0117486809449921,0.0151448080343472,355.8328639565324,177.29663897964247,-0.0983696222404388,7.509103786414827,-177.15811018669368,47.46557102605022,-0.0126527183776919,-1.1452177579570613,-47.4036682167628,-17.248492928716807,0.2106307198124503,10.61852260291968,16.972204286592866,11.34836775590438,8.468874064805785,12.811403134581012,20.308112261414397,12.484891681574329,9.137140490469186
 Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/16,26.05.2020,Outdoor Air/Water,Regulated,1.0,14.0,13.0,R32,"4,000 kg",,66.0,,66.0,-7.0,-20.0,60.0,2.3,1.5,19.0,22.0,19.0,0.0,177.0,126.0,4.5,4.8,,11500,13800.0,5502,4381.0,2.09,3.15,101.34223596516898,0.0119839917535582,0.0237520542933997,-101.3907525855758,-71.45245036344222,-0.0983597108734422,7.42493970725912,71.60850065150782,68.42682205694324,-0.0108749663750693,-1.2263706934405316,-68.363280800672,-161.62017310140126,0.2277578453337996,11.679223658863483,161.3145902066051,11.329256151490798,6.247432197868259,13.850136471330456,25.695769126815907,18.75500828329114,7.703411000284872
 Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/16T,26.05.2020,Outdoor Air/Water,Regulated,1.0,14.0,13.0,R32,"4,000 kg",,66.0,,66.0,-7.0,-20.0,60.0,2.3,1.5,19.0,22.0,19.0,0.0,177.0,126.0,4.49,4.8,,11500,13800.0,5502,4381.0,2.09,3.15,101.34223596516898,0.0119839917535582,0.0237520542933997,-101.3907525855758,-71.45245036344222,-0.0983597108734422,7.42493970725912,71.60850065150782,68.42682205694324,-0.0108749663750693,-1.2263706934405316,-68.363280800672,-161.62017310140126,0.2277578453337996,11.679223658863483,161.3145902066051,11.329256151490798,6.247432197868259,13.850136471330456,25.695769126815907,18.75500828329114,7.703411000284872
 Advantix S.p.A.,i-32V5 16/18,i-32V5/KA/18T,26.05.2020,Outdoor Air/Water,Regulated,1.0,15.0,14.0,R32,"4,000 kg",,66.0,,66.0,-7.0,-20.0,60.0,2.2,1.4,19.0,22.0,19.0,0.0,175.0,131.0,4.46,5.05,,12500,15040.0,6158,4883.0,2.03,3.08,212.76601647142093,0.0122021342301111,-0.0083822297213962,-212.8161502952157,106.23577945090072,-0.0892525403539123,7.072624560525166,-106.07851343117876,70.64593255303444,-0.0097565274589137,-1.271642073920655,-70.58155335577796,283.6551776523708,0.231314613638194,12.285248428471414,-283.98097592843635,9.77273135770589,7.2260834442138595,11.680720127518148,29.39207167599456,22.12356370700394,7.596012149905341
 Advantix S.p.A.,i-32V5 16/18,i-32V516,26.05.2020,Outdoor Air/Water,Regulated,1.0,14.0,13.0,R32,"4,000 kg",,66.0,,66.0,-7.0,-20.0,60.0,2.3,1.5,19.0,22.0,19.0,0.0,177.0,126.0,4.5,4.8,,11500,13800.0,5502,4381.0,2.09,3.15,101.34223596516898,0.0119839917535582,0.0237520542933997,-101.3907525855758,-71.45245036344222,-0.0983597108734422,7.42493970725912,71.60850065150782,68.42682205694324,-0.0108749663750693,-1.2263706934405316,-68.363280800672,-161.62017310140126,0.2277578453337996,11.679223658863483,161.3145902066051,11.329256151490798,6.247432197868259,13.850136471330456,25.695769126815907,18.75500828329114,7.703411000284872
 Advantix S.p.A.,i-32V5 16/18,i-32V516T,26.05.2020,Outdoor Air/Water,Regulated,1.0,14.0,13.0,R32,"4,000 kg",,66.0,,66.0,-7.0,-20.0,60.0,2.3,1.5,19.0,22.0,19.0,0.0,177.0,126.0,4.49,4.8,,11500,13800.0,5502,4381.0,2.09,3.15,101.34223596516898,0.0119839917535582,0.0237520542933997,-101.3907525855758,-71.45245036344222,-0.0983597108734422,7.42493970725912,71.60850065150782,68.42682205694324,-0.0108749663750693,-1.2263706934405316,-68.363280800672,-161.62017310140126,0.2277578453337996,11.679223658863483,161.3145902066051,11.329256151490798,6.247432197868259,13.850136471330456,25.695769126815907,18.75500828329114,7.703411000284872
 Advantix S.p.A.,i-32V5 16/18,i-32V518T,26.05.2020,Outdoor Air/Water,Regulated,1.0,15.0,14.0,R32,"4,000 kg",,66.0,,66.0,-7.0,-20.0,60.0,2.2,1.4,19.0,22.0,19.0,0.0,175.0,131.0,4.46,5.05,,12500,15040.0,6158,4883.0,2.03,3.08,212.76601647142093,0.0122021342301111,-0.0083822297213962,-212.8161502952157,106.23577945090072,-0.0892525403539123,7.072624560525166,-106.07851343117876,70.64593255303444,-0.0097565274589137,-1.271642073920655,-70.58155335577796,283.6551776523708,0.231314613638194,12.285248428471414,-283.98097592843635,9.77273135770589,7.2260834442138595,11.680720127518148,29.39207167599456,22.12356370700394,7.596012149905341
 Advantix S.p.A.,i-32V5 16/18,i-32V5SL/KA 16,26.05.2020,Outdoor Air/Water,Regulated,1.0,13.0,13.0,R32,"4,000 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.6,1.8,19.0,22.0,19.0,0.0,186.0,133.0,4.72,4.94,,11500,13800.0,5324,4381.0,2.16,3.15,-46.68433992498967,0.0121920065402956,0.0095341168460794,46.63559576899948,212.8571403160797,-0.1038062652888468,7.825145341405831,-212.68444110615508,68.42682205694324,-0.0108749663750693,-1.2263706934405316,-68.363280800672,-161.62017310140126,0.2277578453337996,11.679223658863483,161.3145902066051,11.215063840565811,6.783020573518202,14.306685389601746,25.695769126815907,18.75500828329114,7.703411000284872
 Advantix S.p.A.,i-32V5 16/18,i-32V5SL/KA 16T,26.05.2020,Outdoor Air/Water,Regulated,1.0,13.0,13.0,R32,"4,000 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.6,1.5,19.0,22.0,19.0,0.0,186.0,133.0,4.72,4.94,,11500,13800.0,5324,4381.0,2.16,3.15,-46.68433992498967,0.0121920065402956,0.0095341168460794,46.63559576899948,212.8571403160797,-0.1038062652888468,7.825145341405831,-212.68444110615508,68.42682205694324,-0.0108749663750693,-1.2263706934405316,-68.363280800672,-161.62017310140126,0.2277578453337996,11.679223658863483,161.3145902066051,11.215063840565811,6.783020573518202,14.306685389601746,25.695769126815907,18.75500828329114,7.703411000284872
 Advantix S.p.A.,i-32V5 16/18,i-32V5SL16,26.05.2020,Outdoor Air/Water,Regulated,1.0,13.0,13.0,R32,"4,000 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.6,1.8,19.0,22.0,19.0,0.0,186.0,133.0,4.72,4.94,,11500,13800.0,5324,4381.0,2.16,3.15,-46.68433992498967,0.0121920065402956,0.0095341168460794,46.63559576899948,212.8571403160797,-0.1038062652888468,7.825145341405831,-212.68444110615508,68.42682205694324,-0.0108749663750693,-1.2263706934405316,-68.363280800672,-161.62017310140126,0.2277578453337996,11.679223658863483,161.3145902066051,11.215063840565811,6.783020573518202,14.306685389601746,25.695769126815907,18.75500828329114,7.703411000284872
 Advantix S.p.A.,i-32V5 16/18,i-32V5SL16T,26.05.2020,Outdoor Air/Water,Regulated,1.0,13.0,13.0,R32,"4,000 kg",,53.0,,53.0,-7.0,-20.0,60.0,1.6,1.5,19.0,22.0,19.0,0.0,186.0,133.0,4.72,4.94,,11500,13800.0,5324,4381.0,2.16,3.15,-46.68433992498967,0.0121920065402956,0.0095341168460794,46.63559576899948,212.8571403160797,-0.1038062652888468,7.825145341405831,-212.68444110615508,68.42682205694324,-0.0108749663750693,-1.2263706934405316,-68.363280800672,-161.62017310140126,0.2277578453337996,11.679223658863483,161.3145902066051,11.215063840565811,6.783020573518202,14.306685389601746,25.695769126815907,18.75500828329114,7.703411000284872
 Advantix S.p.A.,i-32V514,i-32V5/KA/14,26.05.2020,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,600 kg",,66.0,,66.0,-7.0,-20.0,60.0,1.5,1.8,19.0,22.0,19.0,0.0,176.0,130.0,4.48,4.77,,10300,11480.0,4905,3532.0,2.1,3.25,-77.92423631707211,0.0123056012964277,0.0061433797877721,77.87698334242259,-90.05558406583387,-0.0981360877186726,7.460515554297047,90.20891624986793,66.2106108279649,-0.0126055043877902,-1.145251213292931,-66.14873516992773,-38.355615242602354,0.2247456402531977,11.299118315397305,38.06198477815354,17.594241141956864,11.885202036249638,13.56076493664951,21.09762420041124,13.418472092900178,8.985362740043483
 Advantix S.p.A.,i-32V514,i-32V5/KA/14T,26.05.2020,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,600 kg",,66.0,,66.0,-7.0,-20.0,60.0,1.5,1.8,19.0,22.0,19.0,0.0,176.0,130.0,4.48,4.77,,10300,11480.0,4905,3532.0,2.1,3.25,-77.92423631707211,0.0123056012964277,0.0061433797877721,77.87698334242259,-90.05558406583387,-0.0981360877186726,7.460515554297047,90.20891624986793,66.2106108279649,-0.0126055043877902,-1.145251213292931,-66.14873516992773,-38.355615242602354,0.2247456402531977,11.299118315397305,38.06198477815354,17.594241141956864,11.885202036249638,13.56076493664951,21.09762420041124,13.418472092900178,8.985362740043483
 Advantix S.p.A.,i-32V514,i-32V514,26.05.2020,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,600 kg",,66.0,,66.0,-7.0,-20.0,60.0,1.5,1.8,19.0,22.0,19.0,0.0,176.0,130.0,4.48,4.77,,10300,11480.0,4905,3532.0,2.1,3.25,-77.92423631707211,0.0123056012964277,0.0061433797877721,77.87698334242259,-90.05558406583387,-0.0981360877186726,7.460515554297047,90.20891624986793,66.2106108279649,-0.0126055043877902,-1.145251213292931,-66.14873516992773,-38.355615242602354,0.2247456402531977,11.299118315397305,38.06198477815354,17.594241141956864,11.885202036249638,13.56076493664951,21.09762420041124,13.418472092900178,8.985362740043483
 Advantix S.p.A.,i-32V514,i-32V514T,26.05.2020,Outdoor Air/Water,Regulated,1.0,12.0,12.0,R32,"3,600 kg",,66.0,,66.0,-7.0,-20.0,60.0,1.5,1.8,19.0,22.0,19.0,0.0,176.0,130.0,4.48,4.77,,10300,11480.0,4905,3532.0,2.1,3.25,-77.92423631707211,0.0123056012964277,0.0061433797877721,77.87698334242259,-90.05558406583387,-0.0981360877186726,7.460515554297047,90.20891624986793,66.2106108279649,-0.0126055043877902,-1.145251213292931,-66.14873516992773,-38.355615242602354,0.2247456402531977,11.299118315397305,38.06198477815354,17.594241141956864,11.885202036249638,13.56076493664951,21.09762420041124,13.418472092900178,8.985362740043483
 Advantix S.p.A.,i-32V5H MIDI 0121 -0126,i-32V5H MIDI 0121,07.06.2021,Outdoor Air/Water,Regulated,1.0,20.0,19.0,R32,"4,300 kg",,65.0,,65.0,-7.0,-20.0,60.0,4.5,3.9,22.0,22.0,22.0,0.0,165.0,122.0,4.2,4.44,,17000,17700.0,9140,5861.0,1.86,3.02,177.77839717257768,0.0121991600350454,-0.0151181647942684,-177.8302752687549,-75.8420536505599,-0.0797341236505389,6.432260189636181,75.98201088694586,72.30203086060818,-0.0122212540809894,-1.1585003526016442,-72.23994416965252,106.0191998615052,0.2086122685258875,10.070058071143022,-106.27593975891465,14.831155962623434,9.990189834446292,10.086894670021826,13.709085369843711,8.173819754554959,6.758119538250572
 Advantix S.p.A.,i-32V5H MIDI 0121 -0126,i-32V5H MIDI 0126,07.06.2021,Outdoor Air/Water,Regulated,1.0,20.0,19.0,R32,"4,300 kg",,65.0,,65.0,-7.0,-20.0,60.0,4.6,3.7,22.0,22.0,22.0,0.0,155.0,123.0,3.95,4.55,,17000,18690.0,8995,6189.0,1.89,3.02,74.84546463843657,0.0105799510381639,0.0636052128444217,-74.89830672206828,-8.708649501846851,-0.0595850528504037,5.588841652488598,8.856333651597357,70.64520980819455,-0.0112584473438439,-1.2012432061727971,-70.58227610061783,-36.53686582969643,0.2127159715198297,10.377251213854404,36.27109264699254,12.66714899173894,9.10641861789806,7.753734110951,14.015096008095863,8.897236106899932,6.849877440941647
 Advantix S.p.A.,i-32V5H MIDI 0128 -0132,i-32V5H MIDI 0128,07.06.2021,Outdoor Air/Water,Regulated,1.0,25.0,24.0,R32,"5,100 kg",,67.0,,67.0,-7.0,-20.0,60.0,5.7,5.2,22.0,22.0,22.0,0.0,169.0,126.0,4.29,4.76,,20800,24200.0,10777,7987.0,1.93,3.03,241.19775559400267,0.011708154001911,0.0110528440923766,-241.24934927673024,193.9609839167861,-0.0793486153162979,6.525601883497198,-193.8179104898996,70.9237551067224,-0.0106121631468087,-1.2540098666925636,-70.85945022755001,219.2588001773139,0.2220119752993378,11.636916363998374,-219.5657456346555,15.443677860332896,10.972841766173378,8.950091414820996,17.571203411817287,10.744250126456915,7.000693980222037
 Advantix S.p.A.,i-32V5H MIDI 0128 -0132,i-32V5H MIDI 0132,07.06.2021,Outdoor Air/Water,Regulated,1.0,24.0,25.0,R32,"5,100 kg",,67.0,,67.0,-7.0,-20.0,60.0,5.2,5.5,22.0,22.0,22.0,0.0,158.0,122.0,4.02,4.81,,21700,26000.0,11421,8638.0,1.9,3.01,-128.25366701225573,0.012807035389897,-0.0303479803970141,128.20474001168043,217.28108833585168,-0.0711264800151865,6.063943709304633,-217.1379371510884,70.64584440319155,-0.0104807246528473,-1.253317679588398,-70.58164150562096,-98.332419783625,0.2239255287640228,11.99934333882356,98.01308082933063,16.568035956468844,12.617216647482804,9.781850163010605,20.47037666081514,13.076311202811343,7.641568985583629
 Advantix S.p.A.,i-HPV5H 0140,i-HPV5H 0140,25.02.2022,Outdoor Air/Water,Regulated,1.0,31.0,29.0,R32,"6,500 kg",,74.0,,74.0,-7.0,-10.0,58.0,4.1,29.0,22.0,22.0,22.0,38.0,167.0,126.0,4.25,4.8,,25800,29600.0,15000,9548.0,1.72,3.1,176.3127008476281,0.012870082086624,-0.0407245597203792,-176.3627171612792,221.75438744039005,-0.0624195233505112,5.924344550773332,-221.5472225970247,83.96493223406367,-0.0124504760826465,-1.1447485274110614,-83.90316637995147,301.4345609481477,0.2202239551609588,11.399933300510764,-301.7341610718341,20.578694319009,14.94065222448988,10.827542208671044,17.676584470253715,10.438104926135852,8.379271824989043
 Advantix S.p.A.,i-HPV5H 0250,i-HPV5H 0250,25.02.2022,Outdoor Air/Water,Regulated,1.0,44.0,44.0,R32,"8,500 kg",,75.0,,75.0,-7.0,-10.0,58.0,10.0,9.4,22.0,22.0,22.0,76.0,163.0,122.0,4.16,4.72,,39200,36300.0,25290,11710.0,1.55,3.1,-0.4806771431568535,0.0134841405751674,-0.1078177473353119,0.4266772248285519,221.75837787733016,-0.0647854717753724,5.902463267065621,-221.5431529981947,78.18453348551317,-0.0151436978651798,-1.0129308457487651,-78.125545662231,213.7121250529523,0.2163031353838092,11.232875489768992,-214.0076522291788,13.59651491463826,9.16036715125398,10.429891571434872,14.776989171288292,8.29899408445582,7.911820322052881
